county,year,irrigation,variable,stage,value
Coffee,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2524.761351
Coffee,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,1770.457736
Coffee,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2316.204629
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,104.8976673
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,598.1420573
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,434.4748881
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,378.9959824
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,502.1789919
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,416.1325647
Appling,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,2434.822152
Appling,2020,irrigated,Accumulated-Days Degree,Emergence,78.763
Appling,2020,irrigated,Accumulated-Days Degree,Vegetative,570.843
Appling,2020,irrigated,Accumulated-Days Degree,Squaring,453.946
Appling,2020,irrigated,Accumulated-Days Degree,Flowering,440.176
Appling,2020,irrigated,Accumulated-Days Degree,Cut-Out,635.23
Appling,2020,irrigated,Accumulated-Days Degree,Opening Bolls,423.725
Appling,2020,irrigated,Accumulated-Days Degree,Total Growing Season,2602.683
Appling,2020,irrigated,Accumulated-Precipitation (mm),Emergence,0
Appling,2020,irrigated,Accumulated-Precipitation (mm),Vegetative,199.02
Appling,2020,irrigated,Accumulated-Precipitation (mm),Squaring,54.87
Appling,2020,irrigated,Accumulated-Precipitation (mm),Flowering,143.08
Appling,2020,irrigated,Accumulated-Precipitation (mm),Cut-Out,137.87
Appling,2020,irrigated,Accumulated-Precipitation (mm),Opening Bolls,52.83
Appling,2020,irrigated,Accumulated-Precipitation (mm),Total Growing Season,587.67
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,18.806
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.3496875
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,23.04086957
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.47913043
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.76527778
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,17.63935484
Appling,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,21.03033333
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,30.128
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.9778125
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,34.24652174
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.38521739
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.71527778
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.28
Appling,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.4126
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Emergence,2179.922
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Vegetative,2555.340938
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Squaring,2816.856522
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Flowering,2723.703043
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2640.215556
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,2050.857097
Appling,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2524.851467
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,153.8611068
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,711.9272667
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,493.2980299
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,449.9378213
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,530.6822687
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,695.1048347
Cook,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3034.811328
Cook,2020,irrigated,Accumulated-Days Degree,Emergence,80.087
Cook,2020,irrigated,Accumulated-Days Degree,Vegetative,582.437
Cook,2020,irrigated,Accumulated-Days Degree,Squaring,439.468
Cook,2020,irrigated,Accumulated-Days Degree,Flowering,441.706
Cook,2020,irrigated,Accumulated-Days Degree,Cut-Out,630.246
Cook,2020,irrigated,Accumulated-Days Degree,Opening Bolls,680.004
Cook,2020,irrigated,Accumulated-Days Degree,Total Growing Season,2853.948
Cook,2020,irrigated,Accumulated-Precipitation (mm),Emergence,12.43
Cook,2020,irrigated,Accumulated-Precipitation (mm),Vegetative,189.38
Cook,2020,irrigated,Accumulated-Precipitation (mm),Squaring,114.63
Cook,2020,irrigated,Accumulated-Precipitation (mm),Flowering,44.86
Cook,2020,irrigated,Accumulated-Precipitation (mm),Cut-Out,149.99
Cook,2020,irrigated,Accumulated-Precipitation (mm),Opening Bolls,154.6
Cook,2020,irrigated,Accumulated-Precipitation (mm),Total Growing Season,665.89
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,12.81428571
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,17.89230769
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,20.8244
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.44956522
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.4869697
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,18.31446809
Cook,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.69712644
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,28.23428571
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,29.60076923
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.2416
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,34.03478261
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,33.11090909
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.87
Cook,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.97965517
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Emergence,1497.284286
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Vegetative,2107.175897
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Squaring,2479.1464
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Flowering,2718.521304
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2724.677576
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,2161.629787
Cook,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2348.715287
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,153.8611068
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,711.9272667
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,493.2980299
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,449.9378213
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,530.6822687
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,695.1048347
Cook,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3034.811328
Cook,2020,dryland,Accumulated-Days Degree,Emergence,80.087
Cook,2020,dryland,Accumulated-Days Degree,Vegetative,582.437
Cook,2020,dryland,Accumulated-Days Degree,Squaring,439.468
Cook,2020,dryland,Accumulated-Days Degree,Flowering,441.706
Cook,2020,dryland,Accumulated-Days Degree,Cut-Out,630.246
Cook,2020,dryland,Accumulated-Days Degree,Opening Bolls,680.004
Cook,2020,dryland,Accumulated-Days Degree,Total Growing Season,2853.948
Cook,2020,dryland,Accumulated-Precipitation (mm),Emergence,12.43
Cook,2020,dryland,Accumulated-Precipitation (mm),Vegetative,189.38
Cook,2020,dryland,Accumulated-Precipitation (mm),Squaring,114.63
Cook,2020,dryland,Accumulated-Precipitation (mm),Flowering,44.86
Cook,2020,dryland,Accumulated-Precipitation (mm),Cut-Out,149.99
Cook,2020,dryland,Accumulated-Precipitation (mm),Opening Bolls,154.6
Cook,2020,dryland,Accumulated-Precipitation (mm),Total Growing Season,665.89
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,12.81428571
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,17.89230769
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,20.8244
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.44956522
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.4869697
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,18.31446809
Cook,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.69712644
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,28.23428571
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,29.60076923
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,32.2416
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,34.03478261
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,33.11090909
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.87
Cook,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.97965517
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Emergence,1497.284286
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Vegetative,2107.175897
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Squaring,2479.1464
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Flowering,2718.521304
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Cut-Out,2724.677576
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,2161.629787
Cook,2020,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,2348.715287
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,93.76984824
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,648.4258618
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,438.6401786
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,461.2932495
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,514.4810462
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,717.0035168
Colquitt,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,2873.613701
Colquitt,2020,irrigated,Accumulated-Days Degree,Emergence,82.38
Colquitt,2020,irrigated,Accumulated-Days Degree,Vegetative,577.293
Colquitt,2020,irrigated,Accumulated-Days Degree,Squaring,432.58
Colquitt,2020,irrigated,Accumulated-Days Degree,Flowering,454.665
Colquitt,2020,irrigated,Accumulated-Days Degree,Cut-Out,634.601
Colquitt,2020,irrigated,Accumulated-Days Degree,Opening Bolls,602.073
Colquitt,2020,irrigated,Accumulated-Days Degree,Total Growing Season,2783.592
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Emergence,44.98
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Vegetative,168.62
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Squaring,91.88
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Flowering,48.86
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Cut-Out,190.95
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Opening Bolls,334.62
Colquitt,2020,irrigated,Accumulated-Precipitation (mm),Total Growing Season,879.91
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,17.78166667
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,19.85228571
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.0573913
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.16041667
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.09029412
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.49566038
Colquitt,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.50302857
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,28.98
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.57114286
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.82130435
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.56875
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.70117647
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,26.28415094
Colquitt,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.14462857
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Emergence,2040.906667
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Vegetative,2328.200857
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Squaring,2654.371739
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Flowering,2669.6575
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2661.727059
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,1829.668302
Colquitt,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2321.862514
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,135.3107789
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,649.965748
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,439.5394309
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,460.1277045
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,528.476675
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,1016.780918
Colquitt,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,3230.201255
Colquitt,2020,dryland,Accumulated-Days Degree,Emergence,77.207
Colquitt,2020,dryland,Accumulated-Days Degree,Vegetative,581.117
Colquitt,2020,dryland,Accumulated-Days Degree,Squaring,452.136
Colquitt,2020,dryland,Accumulated-Days Degree,Flowering,436.774
Colquitt,2020,dryland,Accumulated-Days Degree,Cut-Out,635.393
Colquitt,2020,dryland,Accumulated-Days Degree,Opening Bolls,876.462
Colquitt,2020,dryland,Accumulated-Days Degree,Total Growing Season,3059.089
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Emergence,9.81
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Vegetative,175.59
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Squaring,127.58
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Flowering,39.72
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Cut-Out,168.65
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Opening Bolls,382.51
Colquitt,2020,dryland,Accumulated-Precipitation (mm),Total Growing Season,903.86
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,14.22666667
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,19.65527778
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.09
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.21130435
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.10058824
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.40036145
Colquitt,2020,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.35252427
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,29.74
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.265
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,32.62666667
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.63565217
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.02882353
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,25.33373494
Colquitt,2020,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.20543689
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Emergence,1647.66
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Vegetative,2299.891944
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Squaring,2659.758333
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Flowering,2677.717826
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Cut-Out,2662.765
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,1750.29506
Colquitt,2020,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,2203.45767
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,95.01436092
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,686.4169808
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,490.8688125
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,407.5597202
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,585.2298366
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,437.0419298
Burke,2020,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,2702.131641
Burke,2020,irrigated,Accumulated-Days Degree,Emergence,80.873
Burke,2020,irrigated,Accumulated-Days Degree,Vegetative,568.608
Burke,2020,irrigated,Accumulated-Days Degree,Squaring,449.922
Burke,2020,irrigated,Accumulated-Days Degree,Flowering,449.148
Burke,2020,irrigated,Accumulated-Days Degree,Cut-Out,627.115
Burke,2020,irrigated,Accumulated-Days Degree,Opening Bolls,362.851
Burke,2020,irrigated,Accumulated-Days Degree,Total Growing Season,2538.517
Burke,2020,irrigated,Accumulated-Precipitation (mm),Emergence,35.23
Burke,2020,irrigated,Accumulated-Precipitation (mm),Vegetative,59.2
Burke,2020,irrigated,Accumulated-Precipitation (mm),Squaring,76.3
Burke,2020,irrigated,Accumulated-Precipitation (mm),Flowering,153.05
Burke,2020,irrigated,Accumulated-Precipitation (mm),Cut-Out,189.93
Burke,2020,irrigated,Accumulated-Precipitation (mm),Opening Bolls,28.23
Burke,2020,irrigated,Accumulated-Precipitation (mm),Total Growing Season,541.94
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,17.72
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,19.82285714
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,21.97666667
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,21.905
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,20.04307692
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.9646875
Burke,2020,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.4614375
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,29.55666667
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.17457143
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,34.36916667
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.96875
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.10333333
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.0359375
Burke,2020,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.923375
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Emergence,2039.281667
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Vegetative,2328.065429
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Squaring,2635.919167
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Flowering,2622.608333
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,2384.368974
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,1738.199375
Burke,2020,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,2303.346313
Burke,2020,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,108.4791656
